card__link href,card__image src,card__size,card__title,card__button,brand_name,brand_country,brand_description
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-accomplice-maduro-toro/","https://cigarday.ru/images/cms/thumbs/2af3ca16c96feaba4d965121f654f85f13a5d704/principle-cigars-accomplice-maduro-toro_auto_56_png_5_80.png","152 мм × 54 RG","Principle Cigars Accomplice Maduro Toro","1 890 ₽","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/brick-house/brick-house-chercill/","https://cigarday.ru/images/cms/thumbs/3f222bb94c0f2fae62a6b46b28b4a9caf37b5fd2/brick-house-churchill-3-min_auto_56_png_5_80.png","184 мм × 50 RG","Brick House Churchill","2 180 ₽","Brick House","Nicaragua","Никарагуанский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/la-galera/la-galera-maduro-vitola-1-short-robusto/","https://cigarday.ru/images/cms/thumbs/c46af881d506307b8495f151fd188f9570caf64c/la-galera-maduro-vitola-_-1-short-robusto_auto_56_png_5_80.png","89 мм × 50 RG","La Galera Maduro Vitola № 1 Short Robusto","1 650 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-accomplice-maduro-robusto/","https://cigarday.ru/images/cms/thumbs/8bd0457e85fa0646b5b8a018a856b15dd8998e10/principle-cigars-accomplice-maduro-robusto_auto_56_png_5_80.png","127 мм × 50 RG","Principle Cigars Accomplice Maduro Robusto","1 820 ₽","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/caldwell/caldwell-long-live-the-king-manzanita/","https://cigarday.ru/images/cms/thumbs/7d0207614b2ff17ddf9b886c79a3057f72028085/Caldwell_Long_Live_The_King_Manzanita_auto_56_png_5_80.png","101 мм × 42 RG","Caldwell Long Live The King Manzanita","1 650 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/stanislaw/stanislaw-special-vintage-blue-robusto/","https://cigarday.ru/images/cms/thumbs/dc24c0f3bba7a17bde9201864aa570fb34bbeb6a/stanislaw-special-vintage-blue-robusto-min_auto_56_png_5_80.png","127 мм × 54 RG","Stanislaw Special Vintage Blue Robusto","2 100 ₽","Stanislaw","Poland","Польский бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/horacio/horacio-heritage-0/","https://cigarday.ru/images/cms/thumbs/7873307312f1272ac67678d85f615547f904e2cf/horacio-he_ritage-0_auto_56_png_5_80.png","146 мм × 64 RG","Horacio Heritage 0","2 320 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/quorum/havana-q-by-quorum-double-grande/","https://cigarday.ru/images/cms/thumbs/7d5e529e36fe4548a1634cd669d3ea37beda9412/havana-q-by-quorum-double-grande_auto_56_png_5_80.png","152 мм × 60 RG","Havana Q by Quorum Double Grande","1 580 ₽","Havana","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/torres/torres-petit-belicoso/","https://cigarday.ru/images/cms/thumbs/f4856fd61453674b41fca2b2ad5e04b0fab4c25e/torres-petit-belicoso-sigara_auto_56_png_5_80.png","125 мм × 50 RG","TORRES Petit Belicoso","1 510 ₽","Torres","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-new-world-dorado-toro/","https://cigarday.ru/images/cms/thumbs/ca0c0f87fc7b21a8c1f03b5ddc7e42c0522c07f5/aj-fernandez-new-world-dorado-toro_auto_56_png_5_80.png","152 мм × 54 RG","AJ Fernandez New World Dorado Toro","2 630 ₽","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/dardanelles/sigara-dardanelles-chocolate-tubos-m/","https://cigarday.ru/images/cms/thumbs/1fc5838cecbd41105f5b10a5050690e02148b08b/dardanelles-chocolate-tubos_auto_56_png_5_80.png","125 мм × 46 RG","Dardanelles Chocolate Tubos","1 260 ₽","Dardanelles","Turkey","Турецкий бренд, производящий сигары с восточными традициями."
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-archive-line-1842-lancero/","https://cigarday.ru/images/cms/thumbs/561b174e70c19d55d203107ec1eb5fd513e3f15b/principle-cigars-archive-line-1842-lancero_auto_56_png_5_80.png","178 мм × 40 RG","Principle Cigars Archive Line 1842 Lancero","2 320 ₽","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/capadura/capadura-848-serie-corona/","https://cigarday.ru/images/cms/thumbs/6587cdfa0187e79450cc1a939cc1c1f8a8645410/capadura-848-serie-coronayjdsq_auto_56_png_5_80.png","140 мм × 42 RG","Capadura 848 Serie Corona","1 520 ₽","Capadura","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/total-flame/total-flame-dark-line-8-ball/","https://cigarday.ru/images/cms/thumbs/cacc8fe9b919971588d1c6cd6c73159f17df7fa1/total-flame-dark-line-8-ball_auto_56_png_5_80.png","102 мм × 52 RG","Total Flame Dark Line 8 Ball","2 250 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/orishas/orishas-undeground-maduro/","","144 мм × 52 RG","ORISHAS Underground Maduro","1 310 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/total-flame/total-flame-bright-line-8-ball/","","102 мм × 52 RG","Total Flame Bright Line 8 Ball","2 250 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-viva-la-vida-robusto/","","127 мм × 54 RG","AJ Fernandez Viva la Vida Robusto","2 250 ₽","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/horacio/horacio-xl/","","125 мм × 58 RG","Horacio XL","2 110 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/oliva/oliva-connecticut-toro-tubos/","","152 мм × 50 RG","Oliva Connecticut Toro Tubos","2 410 ₽","Oliva","Nicaragua","Никарагуанский бренд, основанный в 1886 году. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/brick-house/brick-house-short-torpedo/","","140 мм × 52 RG","Brick House Short Torpedo","1 730 ₽","Brick House","Nicaragua","Никарагуанский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/alfambra/alfambra-serie-clasica-robusto/","","124 мм × 50 RG","Alfambra Serie Clasica Robusto","1 400 ₽","Alfambra","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-aging-room-espressivo/","","127 мм × 50 RG","AJ Fernandez Aging Room Espressivo","2 240 ₽","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/bossner/bossner-ambassador/","","145 мм × 54 RG","Bossner Ambassador","3 600 ₽","Bossner","Germany","Немецкий бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-frothy-monkey-corona-gordo/","","152 мм × 46 RG","Principle Cigars Frothy Monkey Corona Gordo","1 630 ₽","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/romeo-y-julieta/romeo-y-julieta-cupidos-lcdh/","","148 мм × 55 RG","ROMEO Y JULIETA CUPIDOS (LCDH)","7 180 ₽","Romeo Y Julieta","Cuba","Классический кубинский бренд, основанный в 1875 году. Известен своими мягкими и сбалансированными сигарами."
"https://cigarday.ru/sigary/orishas/orishas-presidentes-torpedo/","","140 мм × 54 RG","ORISHAS Presidentes Torpedo","1 540 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/montosa/montosa-short-robusto/","","102 мм × 50 RG","Montosa Short Robusto","1 600 ₽","Montosa","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/capadura/capadura-898-extra-ligero-corona/","","140 мм × 42 RG","Capadura 898 Extra Ligero Corona","1 710 ₽","Capadura","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/bossner/bossner-long-panatela-002/","","178 мм × 37 RG","Bossner Long Panatela 002","2 700 ₽","Bossner","Germany","Немецкий бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/orishas/orishas-undeground-maduro/","https://cigarday.ru/images/cms/thumbs/04b18e2a420d8a69bfb13fdadf63fce052a93835/orishas-undeground-maduro_auto_56_png_5_80.png","144 мм × 52 RG","ORISHAS Underground Maduro","1 310 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/total-flame/total-flame-bright-line-8-ball/","https://cigarday.ru/images/cms/thumbs/75aa050e62745c7e81e330e52aa59021df1b534e/total-flame-bright-line-8-ball_sigara_auto_56_png_5_80.png","102 мм × 52 RG","Total Flame Bright Line 8 Ball","2 250 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-viva-la-vida-robusto/","https://cigarday.ru/images/cms/thumbs/058238de58746a456ed6f0c65d7e6a232914f0a3/robusto_auto_56_png_5_80.png","127 мм × 54 RG","AJ Fernandez Viva la Vida Robusto","2 250 ₽","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/horacio/horacio-xl/","https://cigarday.ru/images/cms/thumbs/4f65eab6432dd557f2a3fd03f1421f08653b0cee/horacio-xl_auto_56_png_5_80.png","125 мм × 58 RG","Horacio XL","2 110 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/oliva/oliva-connecticut-toro-tubos/","https://cigarday.ru/images/cms/thumbs/0ce65badcb73a9172af199b047b142d36d5ab73b/oliva-connecticut-toro-tubos_auto_56_png_5_80.png","152 мм × 50 RG","Oliva Connecticut Toro Tubos","2 410 ₽","Oliva","Nicaragua","Никарагуанский бренд, основанный в 1886 году. Известен своими качественными сигарами."
"https://cigarday.ru/sigary/brick-house/brick-house-short-torpedo/","https://cigarday.ru/images/cms/thumbs/2fadc744a68f14128ec6e51985e86685ea202562/brick-house-churchill-sigara_auto_56_png_5_80.png","140 мм × 52 RG","Brick House Short Torpedo","1 730 ₽","Brick House","Nicaragua","Никарагуанский бренд, производящий доступные сигары с классическими вкусами."
"https://cigarday.ru/sigary/alfambra/alfambra-serie-clasica-robusto/","https://cigarday.ru/images/cms/thumbs/05a2591210292af355de5f534e975143a6853428/alfambra-serie-clasica-robusto_auto_56_png_5_80.png","124 мм × 50 RG","Alfambra Serie Clasica Robusto","1 400 ₽","Alfambra","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/aj-fernandez/aj-fernandez-aging-room-espressivo/","https://cigarday.ru/images/cms/thumbs/413263e833f1c396f9fee7ee66c3c40dc7f3884c/aj-fernandez-aging-room-espressivo_auto_56_png_5_80.png","127 мм × 50 RG","AJ Fernandez Aging Room Espressivo","2 240 ₽","AJ Fernandez","Nicaragua","Никарагуанский бренд, основанный A.J. Fernandez. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/bossner/bossner-ambassador/","https://cigarday.ru/images/cms/thumbs/e9b766e969da27672899aec426c4d062d04999b3/bossner-ambassador-min_auto_56_png_5_80.png","145 мм × 54 RG","Bossner Ambassador","3 600 ₽","Bossner","Germany","Немецкий бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/principle-cigars/principle-cigars-frothy-monkey-corona-gordo/","https://cigarday.ru/images/cms/thumbs/d60f68c7a03dce251b9b177d17561e997b8eec63/principle-cigars-frothy-monkey-corona-gordo_auto_56_png_5_80.png","152 мм × 46 RG","Principle Cigars Frothy Monkey Corona Gordo","1 630 ₽","Principle","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/romeo-y-julieta/romeo-y-julieta-cupidos-lcdh/","https://cigarday.ru/images/cms/thumbs/d364c678d3838c999f223808649b17cdcfba176d/romeo_y_julieta_cupidos_auto_56_png_5_80.png","148 мм × 55 RG","ROMEO Y JULIETA CUPIDOS (LCDH)","7 180 ₽","Romeo Y Julieta","Cuba","Классический кубинский бренд, основанный в 1875 году. Известен своими мягкими и сбалансированными сигарами."
"https://cigarday.ru/sigary/orishas/orishas-presidentes-torpedo/","https://cigarday.ru/images/cms/thumbs/61c106116ee6058bf7a5c05d0f3bc227f9891531/orishas-presidentes-torpedo_auto_56_png_5_80.png","140 мм × 54 RG","ORISHAS Presidentes Torpedo","1 540 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/montosa/montosa-short-robusto/","https://cigarday.ru/images/cms/thumbs/fec0a74099b490ea9f9334cc796463179f5158a9/montosashortrobusto_auto_56_png_5_80.png","102 мм × 50 RG","Montosa Short Robusto","1 600 ₽","Montosa","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/capadura/capadura-898-extra-ligero-corona/","https://cigarday.ru/images/cms/thumbs/3fdc39d3ee95e74b55881017767714e539c80ce7/capadura-898-extra-ligero-corona_auto_56_png_5_80.png","140 мм × 42 RG","Capadura 898 Extra Ligero Corona","1 710 ₽","Capadura","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/bossner/bossner-long-panatela-002/","https://cigarday.ru/images/cms/thumbs/d03e2bce5cdb416cd02a23d02ed40d5dafdac967/bossner-long-panatela-002_auto_56_png_5_80.png","178 мм × 37 RG","Bossner Long Panatela 002","2 700 ₽","Bossner","Germany","Немецкий бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/flor-de-selva/flor-de-selva-toro-anniversary-20/","https://cigarday.ru/images/cms/thumbs/835df776d3e8bd36398d120f5ef3d575d800a14e/flor-de-selva-toro-anniversary-20_auto_56_png_5_80.png","152 мм × 52 RG","Flor De Selva Toro Anniversary №20","2 400 ₽","Flor De Copan","Honduras","Гондурасский бренд, производящий сигары с табаком из региона Копан."
"https://cigarday.ru/sigary/alec-bradley/alec-bradley-black-market-punk/","https://cigarday.ru/images/cms/thumbs/0d9af7c7ea971af6f5330df44d45395a750b0967/alec-bradley-black-market-punk-min1_auto_56_png_5_80.png","114 мм × 42 RG","Alec Bradley Black Market Punk","1 950 ₽","Alec Bradley","Honduras","Американский бренд, производящий сигары в Гондурасе. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/nicarao/nicarao-clasico-anno-vi-minuto/","https://cigarday.ru/images/cms/thumbs/c655db5912efc90af60b473dc77419ccd1d5c7ce/nicarao-clasico-anno-vi-minuto1_auto_56_png_5_80.png","127 мм × 42 RG","Nicarao Clasico Anno VI Minuto","1 650 ₽","Nicarao","Nicaragua","Никарагуанский бренд, названный в честь древнего народа Никарао."
"https://cigarday.ru/sigary/sicario/sicario-gigantes-linea-clasica/","https://cigarday.ru/images/cms/thumbs/2e9dd5097cd513b551752ebea27d5a23bf80a873/sicario-gigantes-linea-cl_sica_1_auto_56_png_5_80.png","150 мм × 56 RG","SICARIO Gigantes Linea Clasica","1 340 ₽","Sicario","Nicaragua","Никарагуанский бренд, производящий крепкие и ароматные сигары."
"https://cigarday.ru/sigary/la-unica/la-unica-natural-100/","https://cigarday.ru/images/cms/thumbs/bf190b0d2ae204f709dee545a23ea9d9c2edf895/la-unica-natural-_100_auto_56_png_5_80.png","216 мм × 52 RG","La Unica Natural No 100","2 550 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/bossner/bossner-vladimir-i/","https://cigarday.ru/images/cms/thumbs/e55dcfe59eeb8ac850a6fd77650f56b580c8206e/bossner-vladimir-i-min_auto_56_png_5_80.png","140 мм × 58 RG","Bossner Vladimir I","3 300 ₽","Bossner","Germany","Немецкий бренд, производящий сигары с европейскими традициями."
"https://cigarday.ru/sigary/horacio/horacio-bolosos/","https://cigarday.ru/images/cms/thumbs/48d47f62b95c39bcd77378692b1e7fecb11574cd/horacio-bolosos_auto_56_png_5_80.png","152 мм × 64 RG","Horacio Bolosos","2 320 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/horacio/horacio-esteli-club-3/","https://cigarday.ru/images/cms/thumbs/49fea89d1e3e78ad86313c1aba3317b564f342e7/horacio-esteli-club-3_auto_56_png_5_80.png","140 мм × 60 RG","Horacio Esteli club 3","1 440 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/la-galera/la-galera-1936-box-pressed-chaveta-robusto/","https://cigarday.ru/images/cms/thumbs/1a2820b0fef27033a0eba110f4cde42c6409ef2a/la-galera-1936-box-pressed-chaveta-robusto_auto_56_png_5_80.png","127 мм × 50 RG","La Galera 1936 Box Pressed Chaveta Robusto","2 030 ₽","La","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/horacio/horacio-i/","","153 мм × 60 RG","Horacio I","2 400 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/caldwell/caldwell-eastern-standard-east-die-young-mansanita/","","101 мм × 42 RG","Caldwell Eastern Standard East Die Young Mansanita","1 650 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/parcero/parcero-original-churchill/","","170 мм × 50 RG","Parcero Dominicano (Original) Churchill","1 780 ₽","Parcero","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/horacio/horacio-maduro-vi/","","102 мм × 66 RG","Horacio Maduro VI","1 920 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/horacio/horacio-sled/","","133 мм × 66 RG","Horacio Sled","2 470 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/macanudo/macanudo-inspirado-orange-robusto/","","127 мм × 50 RG","Macanudo Inspirado Orange Robusto","2 400 ₽","Macanudo","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими мягкими сигарами."
"https://cigarday.ru/sigary/sancho-panza/sancho-panza-rocinante-edicion-regional-rusia-2023/","","170 мм × 43 RG","Sancho Panza Rocinante Edicion Regional Rusia 2023","2 950 ₽","Sancho Panza","Cuba","Кубинский бренд, основанный в 1848 году. Назван в честь персонажа из романа Сервантеса."
"https://cigarday.ru/sigary/oliva/flor-de-oliva-maduro-robusto/","","127 мм × 50 RG","Flor De Oliva Maduro Robusto","1 560 ₽","Flor De Copan","Honduras","Гондурасский бренд, производящий сигары с табаком из региона Копан."
"https://cigarday.ru/sigary/paradiso/paradiso-coloso/","","171 мм × 62 RG","Paradiso Coloso","2 250 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/sicario/sicario-corona-linea-505/","","143 мм × 43 RG","SICARIO Corona Linea 505","1 110 ₽","Sicario","Nicaragua","Никарагуанский бренд, производящий крепкие и ароматные сигары."
"https://cigarday.ru/sigary/orishas/orishas-calaveras-gordo-60-x-5-1-2/","","155 мм × 60 RG","ORISHAS Calaveras Gordo","1 890 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/la-aurora/la-aurora-115-anniversary-edition-toro/","","146 мм × 54 RG","Lа Aurora 115 Anniversary Edition Toro","2 560 ₽","Lа","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/total-flame/total-flame-dark-line-old-school/","","152 мм × 52 RG","Total Flame Dark Line Old School","2 400 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/caldwell/caldwell-long-live-the-king-my-style-is-jalapeno/","","178 мм × 40 RG","Caldwell Long Live The King My Style is Jalapeno","2 180 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/horacio/horacio-maduro-v/","","121 мм × 54 RG","Horacio Maduro V","1 920 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/horacio/horacio-i/","https://cigarday.ru/images/cms/thumbs/aa8479a37c9e9757d2a45b845f479a0debaffedc/horacio-i_auto_56_png_5_80.png","153 мм × 60 RG","Horacio I","2 400 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/caldwell/caldwell-eastern-standard-east-die-young-mansanita/","https://cigarday.ru/images/cms/thumbs/77a23d7a701d40fa1def3440e95990364f48534b/caldwell-eastern-standard-east-die-young-mansanita_auto_56_png_5_80.png","101 мм × 42 RG","Caldwell Eastern Standard East Die Young Mansanita","1 650 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/parcero/parcero-original-churchill/","https://cigarday.ru/images/cms/thumbs/c53b86af48a54a287c4822b8eac154f7e096fd69/parcero-dominicano-_original_-churchill_auto_56_png_5_80.png","170 мм × 50 RG","Parcero Dominicano (Original) Churchill","1 780 ₽","Parcero","Dominican Republic","Доминиканский бренд с традиционными методами производства."
"https://cigarday.ru/sigary/horacio/horacio-maduro-vi/","https://cigarday.ru/images/cms/thumbs/7f8fd62d8b4f5c74a2a8c8f78ad45b7b50a1af5b/horacio-maduro-vi_auto_56_png_5_80.png","102 мм × 66 RG","Horacio Maduro VI","1 920 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/horacio/horacio-sled/","https://cigarday.ru/images/cms/thumbs/176554964be48325a81893194fe0f69e3d0adb99/horacio-sled-edicion-limitada_auto_56_png_5_80.png","133 мм × 66 RG","Horacio Sled","2 470 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/macanudo/macanudo-inspirado-orange-robusto/","https://cigarday.ru/images/cms/thumbs/49bdacd0f5b6373cf006f9d721bd5d99538e060c/macanudo-inspirado-orange-robusto_auto_56_png_5_80.png","127 мм × 50 RG","Macanudo Inspirado Orange Robusto","2 400 ₽","Macanudo","Dominican Republic","Американский бренд, производящий сигары в Доминиканской Республике. Известен своими мягкими сигарами."
"https://cigarday.ru/sigary/sancho-panza/sancho-panza-rocinante-edicion-regional-rusia-2023/","https://cigarday.ru/images/cms/thumbs/cda77a3cd41286d8d6c70e9b570eb8c67792fe33/sancho_panza_rocinante_edicion_regional_rusia_2023_auto_56_png_5_80.png","170 мм × 43 RG","Sancho Panza Rocinante Edicion Regional Rusia 2023","2 950 ₽","Sancho Panza","Cuba","Кубинский бренд, основанный в 1848 году. Назван в честь персонажа из романа Сервантеса."
"https://cigarday.ru/sigary/oliva/flor-de-oliva-maduro-robusto/","https://cigarday.ru/images/cms/thumbs/660a3e09cd96bbf69e92b53db07af36c37d8de4e/flor-de-oliva-maduro-robusto_auto_56_png_5_80.png","127 мм × 50 RG","Flor De Oliva Maduro Robusto","1 560 ₽","Flor De Copan","Honduras","Гондурасский бренд, производящий сигары с табаком из региона Копан."
"https://cigarday.ru/sigary/paradiso/paradiso-coloso/","https://cigarday.ru/images/cms/thumbs/b19601498c7c858fd7fedcdac42b5281328fb0c6/paradiso-coloso_auto_56_png_5_80.png","171 мм × 62 RG","Paradiso Coloso","2 250 ₽","Paradiso","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/sicario/sicario-corona-linea-505/","https://cigarday.ru/images/cms/thumbs/621cb70b585e10b24eaac9d12ef5c90b452179ea/2_sicario_corona_linea_505_auto_56_png_5_80.png","143 мм × 43 RG","SICARIO Corona Linea 505","1 110 ₽","Sicario","Nicaragua","Никарагуанский бренд, производящий крепкие и ароматные сигары."
"https://cigarday.ru/sigary/orishas/orishas-calaveras-gordo-60-x-5-1-2/","https://cigarday.ru/images/cms/thumbs/2b01a966e553eb312b3b141f00aa1938f3ff9dab/orishas-calaveras-gordo_auto_56_png_5_80.png","155 мм × 60 RG","ORISHAS Calaveras Gordo","1 890 ₽","ORISHAS","Cuba","Кубинский бренд, вдохновленный афро-кубинской религией. Производит сигары с уникальными вкусами."
"https://cigarday.ru/sigary/la-aurora/la-aurora-115-anniversary-edition-toro/","https://cigarday.ru/images/cms/thumbs/70fc05349db312ce6e1b34e14235e088992de516/la-aurora-115-anniversary-edition-toro_auto_56_png_5_80.png","146 мм × 54 RG","Lа Aurora 115 Anniversary Edition Toro","2 560 ₽","Lа","Unknown","Информация о бренде недоступна"
"https://cigarday.ru/sigary/total-flame/total-flame-dark-line-old-school/","https://cigarday.ru/images/cms/thumbs/fa6e6fbdf4c8d2c0540862533c4e68abe7d978ac/total-flame-dark-line-old-school_auto_56_png_5_80.png","152 мм × 52 RG","Total Flame Dark Line Old School","2 400 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
"https://cigarday.ru/sigary/caldwell/caldwell-long-live-the-king-my-style-is-jalapeno/","https://cigarday.ru/images/cms/thumbs/ed662975fc0107aca3a9c81b1febc4403afd4780/caldwell-long-live-the-king-my-style-is-jalapeno_auto_56_png_5_80.png","178 мм × 40 RG","Caldwell Long Live The King My Style is Jalapeno","2 180 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/horacio/horacio-maduro-v/","https://cigarday.ru/images/cms/thumbs/3236de51d1a38c9bf0695e6fd026254a29492de5/horacio-maduro-v_auto_56_png_5_80.png","121 мм × 54 RG","Horacio Maduro V","1 920 ₽","Horacio","Dominican Republic","Доминиканский бренд, названный в честь известного производителя сигар."
"https://cigarday.ru/sigary/caldwell/caldwell-the-king-is-dead-diamond-girl/","https://cigarday.ru/images/cms/thumbs/024347385f8af8e68fad7ffffd5f72f493da9cba/caldwell-the-king-is-dead-diamond-girl-min_auto_56_png_5_80.png","165 мм × 42 RG","Caldwell The King is Dead Diamond Girl","2 250 ₽","Caldwell","Dominican Republic","Доминиканский бренд, основанный Robert Caldwell. Известен своими инновационными смесями."
"https://cigarday.ru/sigary/partagas/partagas-linea-maestra-maestro/","https://cigarday.ru/images/cms/thumbs/d5926be5000fdee52cd5d78ea1c9863fc8a15441/partagaslineamaestramaestroha_auto_56_jpg_5_80.jpg","132 мм × 56 RG","Partagas Linea Maestra Maestro","7 340 ₽","Partagas","Cuba","Кубинский бренд, основанный в 1845 году. Известен своими крепкими и ароматными сигарами."
"https://cigarday.ru/sigary/total-flame/total-flame-bright-line-custom/","https://cigarday.ru/images/cms/thumbs/8478a989ca3069c895e317323fc68c6088cbe578/total-flame-bright-line-custom_auto_56_png_5_80.png","178 мм × 47 RG","Total Flame Bright Line Custom","2 400 ₽","Total Flame","Dominican Republic","Доминиканский бренд с яркими и интенсивными вкусами."
